dataset,protocol,model,seed,n_stress_labels,stress_labels,all_performance_metrics_identical,runtime_values_identical,runner_passes_stress_to_harness,scientific_status,source
elliptic,strict_inductive,gcn,7,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,gcn,8,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,gcn,9,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,gcn,10,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,1,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,2,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,3,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,4,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,5,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,6,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,7,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,8,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,9,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,mlp,10,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,1,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,2,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,3,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,4,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,5,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,6,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,7,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,8,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,9,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
elliptic,strict_inductive,sage,10,3,early_to_late_transfer;late_window_holdout;rolling_window_stress,True,False,False,DUPLICATE_METADATA_LABELS_NOT_DISTINCT_CONDITIONS,RB41_ELLIPTIC_TEMPORAL_SHIFT_STRESS_FULL10_SEEDS_1_10_V24
