number_id,manuscript_use,artifact,row_key,field,value,units,source_files,aggregation_script,filters,seed_set,aggregation,output_location,evidence_lock,claim_ids
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_f1_std,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,f1_std,0.0005794978705117945,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_n,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,n,10,count,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_normalized_auprc,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,normalized_auprc,2.611326681083974,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_positive_rate_mean,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,positive_rate_mean,0.0006422060306708742,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_precision_ci95_high,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,precision_ci95_high,0.002088290529978158,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_precision_ci95_low,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,precision_ci95_low,0.0017424333183731669,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_precision_mean,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,precision_mean,0.0019091980421981317,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_precision_std,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,precision_std,0.0002919321956608918,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_recall_ci95_high,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,recall_ci95_high,0.7101949025487257,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_recall_ci95_low,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,recall_ci95_low,0.6322338830584708,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_recall_mean,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,recall_mean,0.6681409295352323,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_recall_std,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,recall_std,0.06816237216744486,proportion/score,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_runtime_seconds_ci95_high,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,runtime_seconds_ci95_high,49.25991499999999,seconds,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_runtime_seconds_ci95_low,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,runtime_seconds_ci95_low,48.16186,seconds,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_runtime_seconds_mean,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,runtime_seconds_mean,48.7641,seconds,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_degree_only_runtime_seconds_std,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_degree_only,runtime_seconds_std,0.9557056090193825,seconds,results/v28_imported/imported_json/V28_li-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_degree_only_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_no_edge_features_auprc_ci95_high,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_no_edge_features,auprc_ci95_high,0.0027732728207516496,proportion/score,results/v28_imported/imported_json/V28_li-small_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_no_edge_features_auprc_ci95_low,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_no_edge_features,auprc_ci95_low,0.0016496688254500332,proportion/score,results/v28_imported/imported_json/V28_li-small_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
N_IBM_CELL_SUMMARY_version_V28_variant_li_small_protocol_early_to_late_transfer_config_edge_aware_graphsage_h64_no_edge_features_auprc_lift_above_prevalence,IBM main/full result tables and figures,IBM_CELL_SUMMARY,version=V28|variant=li-small|protocol=early_to_late_transfer|config=edge_aware_graphsage_h64_no_edge_features,auprc_lift_above_prevalence,0.0015274697361429559,proportion/score,results/v28_imported/imported_json/V28_li-small_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_li-small_no_edge_features_seed9_early_to_late_transfer.json,scripts/tkde_rebuild/compute_analysis.py,COUNTABLE_RESULT; execute=true; dry_run=false; return_code=0,1-10,mean/std and deterministic percentile bootstrap per exact cell,results/tkde_rebuild/IBM_CELL_SUMMARY.csv,V26/V27/V28 canonical imported evidence locks,C05-C14;C21
