run_id,dataset,contract,held_out_composition,expert_set,baseline,seed,budget,resource_mask,routing_mode,objective_ablation,encoder_ablation,diagnostic_ablation,synthetic_mechanism,graph_ood_adapter,expected_device,expected_runtime,expected_memory,expected_output,dependency,priority,claim_supported
run-85bd31244172d79251a6845c,dgraphfin,scenario-230a91dc8dd2c7847902479a,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,7,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-8167f9dd33307d62b41d88b6,dgraphfin,scenario-230a91dc8dd2c7847902479a,strict_inductive,feature_mlp;gcn;graphsage,contract_router,7,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-15cdce5d8edaee78d519f4fa,dgraphfin,scenario-230a91dc8dd2c7847902479a,strict_inductive,feature_mlp;gcn;graphsage,instance_router,7,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-bf254314bfe60af1cf86e90b,dgraphfin,scenario-230a91dc8dd2c7847902479a,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,7,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-ee990c4b4807eff472f13724,dgraphfin,scenario-230a91dc8dd2c7847902479a,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,7,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-917471e57b2eed8b0c058ef0,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,coregraph,8,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-d964802954d003cbacbd0999,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,8,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-27fc7f05eb7f7cb66fa68b68,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,8,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-70f4611f587d912cf094987e,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,8,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-b094b9e0dc36fb8dcc63cb16,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,8,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-5b79b60d7b957aab30abd5ac,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,contract_router,8,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-8b9c0ea56fbf8ae1d204d6ab,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,instance_router,8,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-2f83f9487cd9d86bfdf54819,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,8,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-fd246d6fb8a8759a51e49e6e,dgraphfin,scenario-28636a4410c14a8824cb732e,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,8,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-1a571c18abbcc94775d9eb83,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,coregraph,9,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-8629186e468827830a500b8f,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,9,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-44dff87045a9042f8717d7fc,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,9,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-9ccf230a9999128b6347975a,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,9,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-bdf598f5aba0018939153834,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,9,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-442025ca2d5347219688e204,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,contract_router,9,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-60d5102adcb95a7b1b81fb24,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,instance_router,9,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-81aeb9348f296330cb7aa63b,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,9,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-f0cbb1cb18cc157eec4e0b3d,dgraphfin,scenario-413ef5e8d1c097ac8518a7a6,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,9,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-17423ddbb2030e0d5b3c8b96,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,coregraph,10,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-791b01b98073cad3fc94386f,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,uniform_average,10,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-7c5dede1bf1fbf6f5463c8be,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,10,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-4476d0d35b62c8b45e9e38bb,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,10,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-c47f5e939740459c3a9182a4,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,10,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-b86938bb4e58f3e48a60760d,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,contract_router,10,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-83eab31f4e9af8736f117908,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,instance_router,10,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-a737cad5de4789e281a443ee,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,10,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-2db6478566e4633d8a08b571,dgraphfin,scenario-291b1252fb5c7e5c8c89c7ea,strict_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,10,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-245c62dee9c96008aff27911,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,coregraph,1,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-6b7cb506c9793e794e655238,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,uniform_average,1,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-f546c3f75a1d1ef27cc2ba3d,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,1,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-426383e5861e40d8a01ef398,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,1,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-d1998d2732423a4214673a21,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,1,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-8092e57b5af40690e210f2df,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,contract_router,1,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-c62a57929af28bd9cfc51948,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,instance_router,1,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-a4a16bb1f0103ad79cd2bb90,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,1,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-b9dd0266726afde89114aa82,dgraphfin,scenario-9f522bb45cbf89fd03c376e4,isolated_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,1,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-dd62d5b0da2da21037363b96,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,coregraph,2,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-1f2625cc4fb25df6c8cafbae,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,uniform_average,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-01f0f59ca58e2a9b05af6c92,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-f1e73591522ea24458bb4ac6,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-18bf0ca9a72c3c52a9cee324,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
run-7874486ece317e93d77c844b,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,contract_router,2,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-1317ce159deae96aa125b855,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,instance_router,2,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H3
run-6e3933b02d28b0beedfe7e82,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,resource_aware_heuristic,2,declared_by_scenario,all_experts_available,contract,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,STRONG_RECOMMENDED,L4-H5
run-9f73a04e1ccdbc9aa16062f5,dgraphfin,scenario-a56238bb529f67cb54b9ccf7,isolated_inductive,feature_mlp;gcn;graphsage,cheapest_feasible_expert,2,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,DIAGNOSTIC,L4-H5
run-58a6104c889fc0c0f75fccfb,dgraphfin,scenario-bafa09f6b77ad149064f587d,isolated_inductive,feature_mlp;gcn;graphsage,coregraph,3,declared_by_scenario,all_experts_available,hierarchical,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1;L4-H2;L4-H3;L4-H4;L4-H6
run-0bc8cd599ce8b09d4000aeac,dgraphfin,scenario-bafa09f6b77ad149064f587d,isolated_inductive,feature_mlp;gcn;graphsage,uniform_average,3,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-a7b4bbe7aa8278e71fdfa028,dgraphfin,scenario-bafa09f6b77ad149064f587d,isolated_inductive,feature_mlp;gcn;graphsage,best_fixed_expert,3,declared_by_scenario,all_experts_available,fixed,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H1
run-282246e0bb0f3c51beae2321,dgraphfin,scenario-bafa09f6b77ad149064f587d,isolated_inductive,feature_mlp;gcn;graphsage,source_logistic_gate,3,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,PILOT_MUST_RUN,L4-H2
run-52a58f11e67777786945fedc,dgraphfin,scenario-bafa09f6b77ad149064f587d,isolated_inductive,feature_mlp;gcn;graphsage,source_mlp_gate,3,declared_by_scenario,all_experts_available,instance,none,none,none,NOT_APPLICABLE,NOT_APPLICABLE,CPU_SAVED_OUTPUT_PILOT,UNKNOWN_UNTIL_PILOT,BLOCKED_RESOURCE_UNMEASURED,run_manifest+predictions+resource_record+validation,CANONICAL_SAVED_OUTPUTS,FULL_MUST_RUN,L4-H2
