dataset,task,protocol_id,expert_id,expert_prediction_seed,fold,status,recovery_status,reason_codes,base_coordinate_id,base_artifact_hash,prediction_path,prediction_checksum,contract_coordinate_hash,config_sha256,code_provenance_type,routing_cost_provenance
dgraphfin,node_classification,strict_inductive,graphsage,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,371d24dedaed8f5aaa5666311f33003f96b21f062a06c250337cdbd105949891,,,,,43e695161bf9a482fdf43850a31aa1c0072b9a8add0b082a0f39c6a36110c3ac,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,strict_inductive,graphsage,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,0b186a0be25b5ec4959d64fd53b3ed52e8891bf60f410da725a164464327432f,,,,,7cd33aba43c112cc69e7ba19aacbf24515cb670b4ab7099ef66f0d404aadfa2a,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,strict_inductive,graphsage,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,72f8da5a4ef491f867cc529f61f2cb9853b3ca742663509a022e9fc3b6f47c66,,,,,43e695161bf9a482fdf43850a31aa1c0072b9a8add0b082a0f39c6a36110c3ac,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,strict_inductive,graphsage,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,a5d844b3cf5780bdbbf5415fcff227b126057dd172171110cc2b98486df0a0f7,,,,,7cd33aba43c112cc69e7ba19aacbf24515cb670b4ab7099ef66f0d404aadfa2a,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,eed58c3cebb40733db2d9ee011beefc10361600a92b63531401bd0c03acc3f64,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,3250e3f29376680d3e4f213881bd0676a5a9dc7f61c486e47fb442c30775dfc3,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,72c3fdf4bbf51160ea29f63d9867a687ef0944742fc7a2cd965a53e2658063f8,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,4,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,34112f56c3d1d4f940ab02763b71f3d1fb7affdaf15b72acd66e38a4bb69901b,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,5,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,50d3faeb48be6e226d83e9fdabb8b6beb564bfd5a129da4d3e9ba12a20bca9a3,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,6,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,7d260762a2ef82545982e0458ff5f2a2fc11ada5a8fb769ff2c28bd88590332b,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,a0090dd11814bdda9d64f6faf6d92a8995220c0a67ef6b90afb521b30cfb4743,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,fac08da08fd89e0b0d2ef50272d1b7866503e0de38f9bc1614cff6fb7eb925b3,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,a4b7a938a4af8cd1b9149132876f89ec2efc20a8878c3d3a92c37c91d6a7943b,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,feature_mlp,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,2dba41dd2ce583977274866dc563dc4a2c1e70802e8507db48ca76f43486f3aa,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,5aae92d61737ddc2e75df663f8394ad244ad2f833d759179553e487a0a301514,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,de2aab9f98695f2ccfd8a9f6f498c51050411336e8918b558d9ef75517df1fe3,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,0481e6f3086b12fe0eb0b7dfd669e8360fe967e76c4da46361b2f91dcf1ea48e,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,4,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,0348900de02583daf9eae3a7a8bd7895343e4946f81761e04d7c9290dced2cfe,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,5,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,af56865e24d7d3f0daf03854b13c2f771e712b71cd65f6ea3cdd7c0d689418ec,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,6,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,9e46c3736b86adf149ecd64d168cef2e0a69ab750920235ae24b7bb03ae87855,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,9e8f97b640ccf396cf195a2983d00e81945acccf94ff5b861dcf7a970624f7e2,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,68094eb4a9291572a347b166ec8f4b1995f2312ae337e6d3db942fe6d0bb5edb,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,87fcdcc0771cbe23126f76b94031dc49887ce42fe4743ceb1b21e728d8415ac9,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,gcn,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,0102af18030a075ac95d73c7effde3f764db57af2409883c8c2a1fc0c779e378,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,a3be05e87fe57d0c626586db103173d67105293a47cd32196c29cdeda68d7428,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,d62648597292da1a76d55488f67e8fbaf6f87f0c404a643984a256903e29fef1,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,73f3a4c6225ca4ec13d271c3019eaf7eae1775332d8616bcd133849edd6e5d6e,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,4,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,74a1dd5ebaddb6b540a28bf8100978d40a26537a6398db7acbbb7a7b9d9d106a,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,5,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,728d1a268b3c6eef3ffbd8fca6fbac54786072c8d59f0b1e044378cb48a6c6e3,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,6,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,407a7360eb3441fdc5281d687a7cdca38ae81cb2c28fb2f479f6d9b8cb0e64a0,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,59c7550c6119364fe789dbe093501b3d459df4865465e00519d311ae07a0d3d7,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,dfb1b241d3cb1565d89d02cb35aaaaa8053eda073933cc34247d928142e9f047,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,10495742df1aaf11158b31ff4b774840704ec03f376a1d33bce2695183024871,,,,,038ce1d04bb65dadd4a084c4bfdcc7340c3922b54961b4f3d86af4b9ca5e9b84,UNRESOLVED_LEGACY_CODE,UNRESOLVED
dgraphfin,node_classification,transductive_structure,graphsage,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,c556d3a94d4190b27c05502e5931d1900a3192ad1b032ae88d5bf6bae8489e12,,,,,cd937cc8596356df6b101d2b90a03884c640b030e42279298ae241328c5a2db9,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,16e17eec69eaa232e7f5439ec0cba60d3d2365b1ab4d0580e54b697b1fabfe18,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,836c12477430d8fedb66454cf5f84257bb28b5705df62ea245e6c45005070268,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,f95bb21b049e142f7d6730166d9ae53ea64b11c3a76ed2124da3b7113407cfa2,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,4,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,64792b5062ada49f3b8b8e728db96160a75d43fb3b7b4935055e7df68b95f4dd,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,5,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,7cc7513eaef30ea87190177bdf1b70ad196fb96544239b1d30ab28363fd06c7b,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,6,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,4efc48eb5954dfbf1ddf316c20830251bbe3c592f1d6c0a5807b6c4617f73af4,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,c6e3f6cbde68d1eda200a072ac4237435ab48efa1ad177d3a9a52c28528fe345,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,6e9af7eb01976836967169ec25229405f1f9b6b8ef36f157eba22aaf53b108d3,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,b76db7cec17279d247e8ea5ae4723a9a644e92d95cc99c6bee284aefd4d9dcd8,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,feature_mlp,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,bb50acba9e26ad852938e16192b27ead0a9b2a064e1fd9bfda108bc39f0048cd,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,ee029153ccd0bc11672eea2f662e6e9a107791bb66a92b8b669d0f379be8f1ce,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,f8d4c65af1571a7197340c48c7a7b68abb14f322552a436dd4c57819a1e018fc,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,960fb930d657634e38cb91078ed64d107972340c874d2e287792f1a7a3732e6f,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,4,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,92bbf278a2912b0f8bb26525d0153e99ad1298e4227b4be8770825557158e124,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,5,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,fc8ebcab24e72c52e48fc0fc5040bf0913525e0211b12a5c848627a7c6a4fd30,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,6,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,9bbecf623a1014267b04e8f962047d196ec38e46097cdfb8dd89a4d356304028,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,7,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,0aa5c3704989735ce8ff0e6dc3e311746b1d9739d1e400cbce8cbe600711dbf9,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,8,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,ca1436c560eb08fa7947b3d74fcc112a2f7332f1103cd41b8ca720c4fbed3ce6,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,9,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,d0acde552bde3a867bfd77068cdb13a235bbe2eb3bedf2c91f4ff806ba16434a,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,gcn,10,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING,ee4833898e118c8e67ca508e7b6d1f134aa4a81019071e54795602d469ab3ea5,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,graphsage,1,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,0aef2b2e82ceb2d0c5eebe81d8ce5e60981051072d72a511f65518d4ffaeab3f,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,graphsage,2,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,7942161b606b38cad5c6684f3412d7169bef94000311037aad02c2c6ba3f0175,,,,,b65f86b2e6f7bde995d5529b122d0e16dd4eea587222d6101d28b7e11ea1f72b,UNRESOLVED_LEGACY_CODE,UNRESOLVED
elliptic,node_classification,isolated_inductive,graphsage,3,fold0,BLOCKED_BASE_ARTIFACT,INDEX_REFERENCED_FILE_MISSING,CANONICAL_PREDICTION_PATH_MISSING;INDEXED_SOURCE_ARCHIVE_MISSING;UNVERIFIED_RAW_COORDINATE_CANDIDATES_NOT_ALIASED,7a08ffcd64d7582fe380616b1911635c90a7d9df60af400a7c453812d3792f7e,,,,,da4e03324bc62b70e54bb53a2641d391dcd93a33dee316df5860bbbcd1821758,UNRESOLVED_LEGACY_CODE,UNRESOLVED
