dataset,task,protocol,expert,seed,fold,base_coordinate_id,base_artifact_hash,role,archive,archive_expected_sha256,member,member_sha256,size_bytes,row_count,label_known_count,semantic_identity_sha256,row_scope,status
dgraphfin,node_classification,strict_inductive,feature_mlp,6,fold0,e77d9298b1a98b90d5f1d588a9f205e0377da5cdca4636d1fe7b8979288158e7,e545225999c76b43bc09da6363dc8b5a512dfd11f9c1b0d236834ccd0ff33127,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed6.csv,337fe50d1fad82aa5e02291681762bdf5f38d1afa585c8006ccc5f9b277108b2,182086794,1225601,1225601,095b60f82238a2dde78d19591c90e7a19dbf6036821344c5a19a1eb2998faf1e,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,7,fold0,6b7d63e7661ef7286f176f47f4b732e982367117f89416992a67bdecbabd2499,22a72cfe55fa78b05ab6f1f447dd459ba8de2772338a049536ddc9dc834ac3de,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed7.csv,dae8f6d1a0ab37b47f5e164e080e42f0af4c18537592f6815a7df56adc727d1e,182166191,1225601,1225601,3031b89a23fdca46c4cd418628688044f5a891f7d32043e856fe6f8e4e2f0895,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,8,fold0,c966f96e03610916d4bd40ef9d67fc358b9049ed9aa6dc08a925b71717d4cf11,d4ab54221900ea02f0a3938e33cf6b54bdeb176c8e84e71d067e6d403d792a3b,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed8.csv,c6da8209d2944bdd0edbe10756dc0364957fdf0b582ace78094af1918615c725,182077998,1225601,1225601,ded085b6eb3366b237b053e57eae8b6f36da9fa889c5c1c321d6aa08e4af9329,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,9,fold0,14b8fa46a1578c3a50a909eab6570615726270cff0c0b3fd446d963c0f30b3d4,bad56b56b9a9c276ba1626468096645b033219ebab6d50e31c8da3161ce2e65a,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed9.csv,48f838d624c0687ec063a3f72d27574c1ed397075d4b745eb30519ccab4c39eb,182238668,1225601,1225601,b299f7632d483e9a44efccddacb8d2c36b6d267f332d75e2a5ab4866fc9af49b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,feature_mlp,10,fold0,47a18f3f93eef31ef9628c9183adcc32b12d5e8c96d9e6bfe63e094e5260d4f9,867f17ae42ac549dd4b5f8cb1cb937089727770d5db708d39465fb5a57577f79,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__mlp__seed10.csv,f5c0c21cd950729cc22c05d0b466d57ba3fed7ba66482d88613feccd87fa36e9,184671844,1225601,1225601,0dc5ff90a08fe57b4f6f2be3fe20b5297b53c75863440ab80267a7b761929175,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,1,fold0,c409978cc8e157cc7053250d8ed12ca6728b967118ddbb3c5abf8699d51957a7,33b99cb1463d616b3d5544cda3585b7dd6a487d62431c0e90d9154c063d02cc8,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed1.csv,ef6d0dbcc402529a9c6ba6a8f3cfc49cd9f77a98c2f8d257321f21fe1119387b,182198689,1225601,1225601,e667d0cc86765f84bfbc125a9cb06afb6fdcc740fcb185464d1c3f894c931374,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,2,fold0,bd5ee45787b25eaa8e58278803fd8a33845c17b36748ea13fa99e94ab86c5064,7b66dd36630fafcb27bec2967457674802c715898391ea7afa066497f6f3196e,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed2.csv,a5d919460d50bde83328b3499e1553dcb0ed428154677676d2485933821ddcd5,182198501,1225601,1225601,0de12ba58b4ac967e4f3f62fd29829c2f30421d9da48f1a697c2fe5479d9e1f8,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,3,fold0,699f0ebe1389ac36857614b4c2bcf8a567db513bed3e05725da60c655767995c,6ba04ecf3a7375f11db9de98db8508362f983800c304abe50853cc7f81281e0f,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed3.csv,9f0300b1361e807ff7f9fcc3b89f94a6f77fecd71c6ebdbbd6a6d1296a9951ea,182198593,1225601,1225601,b1e1c8a3af6570d86c302e2e60776745cb471e02e50149833652a6ea58e25368,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,4,fold0,cf244b1b927f67b07d941b9bcc78f85a9105a1df0bf0b52cb0dc33f6f3ac8dd3,549e3ca0f2fc579a45b14fab7fe698b256b428909870f3735464c9c6ea3b7317,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed4.csv,f2c748719aa7d5ff79ad7d725e29aaba738b0826163e944e947ba3bdd0f9a632,182198640,1225601,1225601,fc1538a0f6e566acdc7f38b14cba1f10309e0564305af732ab22f06a4ed91232,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,5,fold0,e2d14d889b32a8a031cce73c3ec01b101132c9313004e3bca4d871080e066365,1d1e8bcd6129b58fffe551f5d7459919ba9837c23b7f695a27c55787ec2b5540,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed5.csv,0c6f820e550ceb5c7aee2499bfbe71c9350434b7b8fc4e3190941dcd56cf1621,182199559,1225601,1225601,be2355a6145175dd3a7d0a6352e5050dcc0079623e36ba3e20ea1aa9aa08ccd3,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,6,fold0,87dfb374ec2ee90a9768ea0c7ee80a2989ba67cc4a30e403920ef6a20a263592,21b1941e8b22585f3657d11017153c94ffa9523fdc15f021c081d7c3fbd42f63,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed6.csv,d5f09f471a9fb06e7076bdfd66bff6a097e8740a9c86a59c586ad68b3812e0c0,182198142,1225601,1225601,095b60f82238a2dde78d19591c90e7a19dbf6036821344c5a19a1eb2998faf1e,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,7,fold0,1724d6b9a17c272fa2c30bf9b0b907021044c6e027c376596aef5fbdb6245053,b722ac7701594decfc3f194d8f59cca59fe0fbf259431aa32d4ec10a206c8bb9,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed7.csv,92d5d36d3627c1507b78f660b2cd93914648699b0c6cb3a9ee66066bfbcf685a,182198759,1225601,1225601,3031b89a23fdca46c4cd418628688044f5a891f7d32043e856fe6f8e4e2f0895,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,8,fold0,af851ff54993722304202e0647492bfa90cc696484622c66b5b42534cfdeb079,9bf9401ba8bf089db2135298f3f5af4e8f855e72567be3912203d1878de30fef,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed8.csv,445667a3d1f4772f3411013d1d703e1025ccaf91d19a25ba130567ccae5bde89,182199149,1225601,1225601,ded085b6eb3366b237b053e57eae8b6f36da9fa889c5c1c321d6aa08e4af9329,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,9,fold0,77641ed7a474c6b657565f2ba88b2b4772cceab852461b9c97cd7fe57aac4113,a4d77b85c56d0c5ab10b8e0030eb9160f720cfd0713c62ff9dab7ffc28d94b01,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed9.csv,5ceeba901467bd3217d59ddaa9e3dd1a698d62d0aba9095e347cb25549d0056a,182198593,1225601,1225601,b299f7632d483e9a44efccddacb8d2c36b6d267f332d75e2a5ab4866fc9af49b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,gcn,10,fold0,136845af308a5d8e3536bbf9055ba521235a07610c15f58056f8b32c39057377,729c8c933e1a6789df79dc27f7863267f7ed283dcbef244bb7c2f5a488bdbb67,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__gcn__seed10.csv,1544a68fe43c7c5b4627220f0fe3deac70025ca08d14dcc7ae18b7c482c40e70,184649795,1225601,1225601,0dc5ff90a08fe57b4f6f2be3fe20b5297b53c75863440ab80267a7b761929175,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,1,fold0,e5e5e60cff19b872e27cad3484b19f4bf0814d56c47c414751caa3f3f5ba387c,7ee9a1d0dc8fe9a2af7e696be1762f294efe50a5b9a9560ed1fabe3080f794eb,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed1.csv,b15db23db1cedfedbe90c014385179b51536afd3a7763858dba351d4bb9dcdea,184650184,1225601,1225601,e667d0cc86765f84bfbc125a9cb06afb6fdcc740fcb185464d1c3f894c931374,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,2,fold0,66e853c90106b4f81363bfadbdc609f7d1d34b949618b75dd9bae22c1969c4e5,4119066a512412e2eee610705bf2dfc147fa83070e262c1fa6b1957daec195de,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed2.csv,0d3ae568010df2e8f84b543ce1210c66db5a4c49dbb5af622d65ddbe24dcef2b,184649575,1225601,1225601,0de12ba58b4ac967e4f3f62fd29829c2f30421d9da48f1a697c2fe5479d9e1f8,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,3,fold0,04a62f40212fc028ce05dfd1f8ea09b8cf59216c34fa0f0ca46d0d9d4ce61be0,521592de07db894e35d0fb14058de8e1cf1b7c400b9fbeae37b7bf8a9fa4e54c,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed3.csv,5f8f9a5115ee03e4e00a4310359bdc7eb262448c1f6493e6dfd81686845e89f6,184650300,1225601,1225601,b1e1c8a3af6570d86c302e2e60776745cb471e02e50149833652a6ea58e25368,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,4,fold0,6980525005315ec3c08e4dfab012b99d1eee2122b725d2ea2ecec1687522a5c0,2e3ba3888f77920a0628a96b23d7551eeaacd8f6be0d9681fbf2081f9cc24d41,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed4.csv,a2024bbc25f40bcdf3c6256485f95a65c44df428241d916f8b4dedc42a8aad3a,184650046,1225601,1225601,fc1538a0f6e566acdc7f38b14cba1f10309e0564305af732ab22f06a4ed91232,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,5,fold0,b5702d342fa5bdbba06156bf6e1ea8b8d5665f07dd87cd0b7814a28ce7980fe2,6a78cb95678f69fdff961afba53901bea3a9b2db13bdb32ef6f0f23bbb25c506,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed5.csv,2af8b5db43e252c2c2804d97bb321823e7a690772139c0a94f4473fc5a052e69,184650250,1225601,1225601,be2355a6145175dd3a7d0a6352e5050dcc0079623e36ba3e20ea1aa9aa08ccd3,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,6,fold0,2e8802ebf6b0081fc29d0c22b0051b5a4c2f35b2745d371099ae528b586680e1,ae946c15dae82eee29cd6e8f531ec7ea07b1438d49f4fd7ff1c5ed06b38c7aac,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed6.csv,925930ad26a5c17e8489d3c5519d61384ef68d7307421a1e317cf71c46a0d465,184649834,1225601,1225601,095b60f82238a2dde78d19591c90e7a19dbf6036821344c5a19a1eb2998faf1e,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,7,fold0,371d24dedaed8f5aaa5666311f33003f96b21f062a06c250337cdbd105949891,0f6fd237e04c68cdafa1df3b0c63b4fd8bfb600e3f7d0011544c1d0e627c62c1,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed7.csv,b6021d954c646b68b51d536d24da9ac9528dbc0a15cd7467078f91e3d625de76,184649724,1225601,1225601,3031b89a23fdca46c4cd418628688044f5a891f7d32043e856fe6f8e4e2f0895,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,8,fold0,0b186a0be25b5ec4959d64fd53b3ed52e8891bf60f410da725a164464327432f,60f497c0380b2f50487fe6e597bd8b6ff79d9d6389cdd0c2b6bb978dacb638c3,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed8.csv,6b52f8dbb3690cd5fce6bbbf7abdf9bfd8221e3460bcf3d01c17b45326a9f4ff,184649623,1225601,1225601,ded085b6eb3366b237b053e57eae8b6f36da9fa889c5c1c321d6aa08e4af9329,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,9,fold0,72f8da5a4ef491f867cc529f61f2cb9853b3ca742663509a022e9fc3b6f47c66,97e6fb9b3c934b13becc34b40538678e25a3c7d6c3225bd8f71f85106edac1d8,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed9.csv,eddcc137df7a34996ca389830594860cd804112bf5eee12a78df8e627cf1dc0d,184650212,1225601,1225601,b299f7632d483e9a44efccddacb8d2c36b6d267f332d75e2a5ab4866fc9af49b,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,strict_inductive,graphsage,10,fold0,a5d844b3cf5780bdbbf5415fcff227b126057dd172171110cc2b98486df0a0f7,f990ba30668fb9569ff6bf896ea7f99be2c811c85612f0748b35244c9eaf11a6,ROLE_NEUTRAL,dgraphfin_10seed_strict_inductive.zip,e0055d3482107d16c7d52574b0a32adc1e7ae9236b67dbdf12f57327c0e6bce5,predictions/dgraphfin__strict_inductive__sage__seed10.csv,8171610ca37b6533aca6a07608d525df1c0992e2f3f3ae90ab090f32abf0b52e,187101338,1225601,1225601,0dc5ff90a08fe57b4f6f2be3fe20b5297b53c75863440ab80267a7b761929175,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,1,fold0,eed58c3cebb40733db2d9ee011beefc10361600a92b63531401bd0c03acc3f64,b4e94f60c3ff46f6a84c062654b7f220f31d3d2e01d49632b0a51e92b7fd910a,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed1.csv,3474452afe1603ce46759721608f1f4be134a045affa52f01ae4276821b0d765,172432263,1225601,1225601,09fdcfd35c3ec603baa9d69ff9f3921ffb540a284e5b3a8f4b2b589f844d5ff0,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,2,fold0,3250e3f29376680d3e4f213881bd0676a5a9dc7f61c486e47fb442c30775dfc3,c9c7e452633bb725a7da46b6ec78466e63eb354b118fbfbd7a69b1547989706e,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed2.csv,d7fd8873a843855d5854e3f95975446dc196c026aa26702beeb014ab89aba985,172442510,1225601,1225601,64a18b2d450047c2c49cc0b61212784290f032e87fcff1ecc68bfcc5575581ef,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,3,fold0,72c3fdf4bbf51160ea29f63d9867a687ef0944742fc7a2cd965a53e2658063f8,9bd75524f14e1d33dff7d15c177eae029916acbd4572437308661887b2e2e04a,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed3.csv,dd4c177b593ccdb21c03a63726fc36b3507ee767f32b564e25de55dae0f0d83a,172398355,1225601,1225601,cc8f16f843f3ab95d143d79c85e62deb1e760a5d2ac18fd98916cfcac4d91fa3,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,4,fold0,34112f56c3d1d4f940ab02763b71f3d1fb7affdaf15b72acd66e38a4bb69901b,71963df2b145a3da2bba859e97d86c794a199182a9a15bb08681006fe1765f23,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed4.csv,1ee840453b59d468d188506665e53ca1cc1e286f6b34f99492437571460b2763,172403384,1225601,1225601,33fa2948a6eeb5e8cc511b621bc333733fce70941d200fb5753c8ff9962504c0,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,5,fold0,50d3faeb48be6e226d83e9fdabb8b6beb564bfd5a129da4d3e9ba12a20bca9a3,a5ff56d13a5ee7eb7c9f8129bf9643043c106a67db029150444c4d49b602fc72,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed5.csv,703b64b6173600334c27af28e0ff890c095a124b5425f60da742427da4c9b22a,172419374,1225601,1225601,c1213dd239dc794228d6d7d9f9c925b3f3f276e51448027073cf26bac317fd53,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,6,fold0,7d260762a2ef82545982e0458ff5f2a2fc11ada5a8fb769ff2c28bd88590332b,5b423345c3d8f31cb00d0aa10759e6312b0f8724ceeb666707ed7358fdb2c1b5,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed6.csv,2f0b3902519e3f81cbdf06a30b95fd9b3f66ea389f8c1f751a05dc9fe7edb007,172379291,1225601,1225601,a379dadbda8890c703669927f5490b63bec5067e816ecadc26450f886df7bd38,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,7,fold0,a0090dd11814bdda9d64f6faf6d92a8995220c0a67ef6b90afb521b30cfb4743,03ebd8daf51751ab47081beb5917fd3f197cee8dfd77d8e1e79957d31af571f8,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed7.csv,636be3e643750fd3609d8240bf2c7e900e8248dbacdb7c125e5b373906398e38,172365621,1225601,1225601,4fd6cf84a845d0dcbb284e18a0a4be99ea4b5ee8d343299960d531da13a0456f,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,8,fold0,fac08da08fd89e0b0d2ef50272d1b7866503e0de38f9bc1614cff6fb7eb925b3,cd9e633c3e63084fd300acce93221f922d5bc310e4d7cb8f972347cfc0d34445,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed8.csv,528169d5f0669ba25495a18faf892311a8ccb14c2b8d1ea3924b110a219fb7d9,172356034,1225601,1225601,fc02cc647b34cb4e9ff557c048f2c4d991a16aaab3b8ba07bc2211e37faf02aa,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,9,fold0,a4b7a938a4af8cd1b9149132876f89ec2efc20a8878c3d3a92c37c91d6a7943b,11733f4513e5de31551609701c1721e82531d53433014fc1a9f76cd838aef54f,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed9.csv,ffb39565a054ec828722b5d35c3506ed9254be5b95c1694aec8cff7b6d5cb315,172426938,1225601,1225601,7b85dfa951e232dbf7fd38257870675f1a7e26c430bc9c4fe37cf4eea2ea28ae,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,feature_mlp,10,fold0,2dba41dd2ce583977274866dc563dc4a2c1e70802e8507db48ca76f43486f3aa,bc4110d05d295c5f7b1d5621ed4bbdaf7ba64e289f75cab5eaefaff2e1d23545,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__mlp__seed10.csv,8b5791e16311dab3d0c793d32e0f9cf51ab9ac85668e3a542f990c7d3358b6eb,174848261,1225601,1225601,51a8b4b8e1f4acda6cef0fc7476559faa2fb54279a229b655da857a40a7eae10,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
dgraphfin,node_classification,transductive_structure,gcn,1,fold0,5aae92d61737ddc2e75df663f8394ad244ad2f833d759179553e487a0a301514,59beb799c7ec309170fd0dd3e21cc781132d7ad6da3af225aa2e3cfe77eb32af,ROLE_NEUTRAL,dgraphfin_10seed_transductive.zip,6d0167aae53b681bb7ffc037b84c723869ba718f30feb955c333890bfe8783d5,predictions/dgraphfin__transductive__gcn__seed1.csv,8ad6ab1adfcf6b50ecb80109ce3ecee6575991e924d86f51cb7083de519bb68b,172393623,1225601,1225601,09fdcfd35c3ec603baa9d69ff9f3921ffb540a284e5b3a8f4b2b589f844d5ff0,"{""test"":170207,""train"":947462,""validation"":107932}",VERIFIED_ROLE_NEUTRAL_BASE_ARTIFACT
